date,mean_date_no,original_date_no,date_no,sample_id,fish_prey_stage,sample_mg_dm,sample_mg_dm01,site,fish_species,prey_stage
2019-07-17,31.691419141914192,44,12.308580858085808,305,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,306,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,306,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,306,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,307,Lepomis macrochirus_a,0,0.01,gunderson,Lepomis macrochirus,a
2019-07-17,31.691419141914192,44,12.308580858085808,307,Lepomis macrochirus_l,1.283159549028692,1.293159549028692,gunderson,Lepomis macrochirus,l
2019-07-17,31.691419141914192,44,12.308580858085808,307,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-07-17,31.691419141914192,44,12.308580858085808,308,Ictiobus cyprinellus_a,0,0.01,gunderson,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,308,Ictiobus cyprinellus_l,0,0.01,gunderson,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,308,Ictiobus cyprinellus_p,0,0.01,gunderson,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,309,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,309,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,309,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,310,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,310,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,310,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,311,Ictiobus bubalus_a,0,0.01,burbank,Ictiobus bubalus,a
2019-07-17,31.691419141914192,44,12.308580858085808,311,Ictiobus bubalus_l,0,0.01,burbank,Ictiobus bubalus,l
2019-07-17,31.691419141914192,44,12.308580858085808,311,Ictiobus bubalus_p,0,0.01,burbank,Ictiobus bubalus,p
2019-07-17,31.691419141914192,44,12.308580858085808,312,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,312,Cyprinus carpio_l,0.641579774514346,0.651579774514346,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,312,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-17,31.691419141914192,44,12.308580858085808,313,Pimephales promelas_a,0,0.01,burbank,Pimephales promelas,a
2019-07-17,31.691419141914192,44,12.308580858085808,313,Pimephales promelas_l,1.283159549028692,1.293159549028692,burbank,Pimephales promelas,l
2019-07-17,31.691419141914192,44,12.308580858085808,313,Pimephales promelas_p,0,0.01,burbank,Pimephales promelas,p
2019-07-17,31.691419141914192,44,12.308580858085808,314,Cyprinella spiloptera_a,0,0.01,gunderson,Cyprinella spiloptera,a
2019-07-17,31.691419141914192,44,12.308580858085808,314,Cyprinella spiloptera_l,0,0.01,gunderson,Cyprinella spiloptera,l
2019-07-17,31.691419141914192,44,12.308580858085808,314,Cyprinella spiloptera_p,0,0.01,gunderson,Cyprinella spiloptera,p
2019-07-17,31.691419141914192,44,12.308580858085808,315,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,315,Cyprinus carpio_l,1.283159549028692,1.293159549028692,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,315,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-17,31.691419141914192,44,12.308580858085808,316,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,316,Cyprinus carpio_l,3.849478647086076,3.8594786470860756,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,316,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-17,31.691419141914192,44,12.308580858085808,317,Lepomis macrochirus_a,0,0.01,burbank,Lepomis macrochirus,a
2019-07-17,31.691419141914192,44,12.308580858085808,317,Lepomis macrochirus_l,0,0.01,burbank,Lepomis macrochirus,l
2019-07-17,31.691419141914192,44,12.308580858085808,317,Lepomis macrochirus_p,0,0.01,burbank,Lepomis macrochirus,p
2019-07-17,31.691419141914192,44,12.308580858085808,318,Semotilus atromaculatus_a,0,0.01,spirit mound,Semotilus atromaculatus,a
2019-07-17,31.691419141914192,44,12.308580858085808,318,Semotilus atromaculatus_l,1.924739323543038,1.934739323543038,spirit mound,Semotilus atromaculatus,l
2019-07-17,31.691419141914192,44,12.308580858085808,318,Semotilus atromaculatus_p,0.58,0.59,spirit mound,Semotilus atromaculatus,p
2019-07-17,31.691419141914192,44,12.308580858085808,319,Ictiobus bubalus_a,0,0.01,burbank,Ictiobus bubalus,a
2019-07-17,31.691419141914192,44,12.308580858085808,319,Ictiobus bubalus_l,3.20789887257173,3.21789887257173,burbank,Ictiobus bubalus,l
2019-07-17,31.691419141914192,44,12.308580858085808,319,Ictiobus bubalus_p,0,0.01,burbank,Ictiobus bubalus,p
2019-07-17,31.691419141914192,44,12.308580858085808,320,Ictiobus cyprinellus_a,0,0.01,gunderson,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,320,Ictiobus cyprinellus_l,0.641579774514346,0.651579774514346,gunderson,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,320,Ictiobus cyprinellus_p,0,0.01,gunderson,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,321,Lepomis macrochirus_a,0.6354246991199936,0.6454246991199936,gunderson,Lepomis macrochirus,a
2019-07-17,31.691419141914192,44,12.308580858085808,321,Lepomis macrochirus_l,14.114755039315613,14.124755039315612,gunderson,Lepomis macrochirus,l
2019-07-17,31.691419141914192,44,12.308580858085808,321,Lepomis macrochirus_p,0,0.01,gunderson,Lepomis macrochirus,p
2019-07-10,31.691419141914192,37,5.308580858085808,322,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,322,Ictiobus cyprinellus_l,1.924739323543038,1.934739323543038,spirit mound,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,322,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,323,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,323,Ictiobus cyprinellus_l,0.641579774514346,0.651579774514346,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,323,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,324,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,324,Cyprinus carpio_l,0.641579774514346,0.651579774514346,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,324,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-17,31.691419141914192,44,12.308580858085808,325,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,325,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,325,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,326,Luxilus cornutus_a,0,0.01,spirit mound,Luxilus cornutus,a
2019-07-10,31.691419141914192,37,5.308580858085808,326,Luxilus cornutus_l,5.132638196114768,5.142638196114768,spirit mound,Luxilus cornutus,l
2019-07-10,31.691419141914192,37,5.308580858085808,326,Luxilus cornutus_p,1.16,1.17,spirit mound,Luxilus cornutus,p
2019-07-17,31.691419141914192,44,12.308580858085808,327,Ictiobus bubalus_a,0,0.01,burbank,Ictiobus bubalus,a
2019-07-17,31.691419141914192,44,12.308580858085808,327,Ictiobus bubalus_l,0.641579774514346,0.651579774514346,burbank,Ictiobus bubalus,l
2019-07-17,31.691419141914192,44,12.308580858085808,327,Ictiobus bubalus_p,0,0.01,burbank,Ictiobus bubalus,p
2019-07-17,31.691419141914192,44,12.308580858085808,328,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,328,Cyprinus carpio_l,0.641579774514346,0.651579774514346,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,328,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,329,Luxilus cornutus_a,0,0.01,little bridge,Luxilus cornutus,a
2019-07-10,31.691419141914192,37,5.308580858085808,329,Luxilus cornutus_l,0,0.01,little bridge,Luxilus cornutus,l
2019-07-10,31.691419141914192,37,5.308580858085808,329,Luxilus cornutus_p,0,0.01,little bridge,Luxilus cornutus,p
2019-07-17,31.691419141914192,44,12.308580858085808,330,Ictiobus bubalus_a,0,0.01,burbank,Ictiobus bubalus,a
2019-07-17,31.691419141914192,44,12.308580858085808,330,Ictiobus bubalus_l,0,0.01,burbank,Ictiobus bubalus,l
2019-07-17,31.691419141914192,44,12.308580858085808,330,Ictiobus bubalus_p,0,0.01,burbank,Ictiobus bubalus,p
2019-07-17,31.691419141914192,44,12.308580858085808,331,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,331,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,331,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-17,31.691419141914192,44,12.308580858085808,332,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,332,Cyprinus carpio_l,1.924739323543038,1.934739323543038,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,332,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-17,31.691419141914192,44,12.308580858085808,333,Lepomis macrochirus_a,0,0.01,burbank,Lepomis macrochirus,a
2019-07-17,31.691419141914192,44,12.308580858085808,333,Lepomis macrochirus_l,5.132638196114768,5.142638196114768,burbank,Lepomis macrochirus,l
2019-07-17,31.691419141914192,44,12.308580858085808,333,Lepomis macrochirus_p,0,0.01,burbank,Lepomis macrochirus,p
2019-07-10,31.691419141914192,37,5.308580858085808,334,Luxilus cornutus_a,0.6354246991199936,0.6454246991199936,spirit mound,Luxilus cornutus,a
2019-07-10,31.691419141914192,37,5.308580858085808,334,Luxilus cornutus_l,5.132638196114768,5.142638196114768,spirit mound,Luxilus cornutus,l
2019-07-10,31.691419141914192,37,5.308580858085808,334,Luxilus cornutus_p,0,0.01,spirit mound,Luxilus cornutus,p
2019-07-10,31.691419141914192,37,5.308580858085808,335,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,335,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,little bridge,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,335,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-25,31.691419141914192,52,20.308580858085808,336,Etheostoma nigrum_a,0.6354246991199936,0.6454246991199936,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,336,Etheostoma nigrum_l,0,0.01,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,336,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-25,31.691419141914192,52,20.308580858085808,337,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,337,Etheostoma nigrum_l,1.283159549028692,1.293159549028692,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,337,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-25,31.691419141914192,52,20.308580858085808,338,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,338,Etheostoma nigrum_l,1.283159549028692,1.293159549028692,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,338,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-25,31.691419141914192,52,20.308580858085808,339,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,339,Etheostoma nigrum_l,3.849478647086076,3.8594786470860756,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,339,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-25,31.691419141914192,52,20.308580858085808,340,Etheostoma nigrum_a,0,0.01,little bridge,Etheostoma nigrum,a
2019-07-25,31.691419141914192,52,20.308580858085808,340,Etheostoma nigrum_l,0,0.01,little bridge,Etheostoma nigrum,l
2019-07-25,31.691419141914192,52,20.308580858085808,340,Etheostoma nigrum_p,0,0.01,little bridge,Etheostoma nigrum,p
2019-07-17,31.691419141914192,44,12.308580858085808,341,Cyprinus carpio_a,0,0.01,burbank,Cyprinus carpio,a
2019-07-17,31.691419141914192,44,12.308580858085808,341,Cyprinus carpio_l,4.491058421600422,4.501058421600422,burbank,Cyprinus carpio,l
2019-07-17,31.691419141914192,44,12.308580858085808,341,Cyprinus carpio_p,0,0.01,burbank,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,342,Cyprinus carpio_a,0,0.01,little bridge,Cyprinus carpio,a
2019-07-10,31.691419141914192,37,5.308580858085808,342,Cyprinus carpio_l,3.20789887257173,3.21789887257173,little bridge,Cyprinus carpio,l
2019-07-10,31.691419141914192,37,5.308580858085808,342,Cyprinus carpio_p,0,0.01,little bridge,Cyprinus carpio,p
2019-07-25,31.691419141914192,52,20.308580858085808,343,Ictiobus bubalus_a,0,0.01,little bridge,Ictiobus bubalus,a
2019-07-25,31.691419141914192,52,20.308580858085808,343,Ictiobus bubalus_l,6.41579774514346,6.42579774514346,little bridge,Ictiobus bubalus,l
2019-07-25,31.691419141914192,52,20.308580858085808,343,Ictiobus bubalus_p,0,0.01,little bridge,Ictiobus bubalus,p
2019-07-25,31.691419141914192,52,20.308580858085808,344,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-25,31.691419141914192,52,20.308580858085808,344,Semotilus atromaculatus_l,3.20789887257173,3.21789887257173,little bridge,Semotilus atromaculatus,l
2019-07-25,31.691419141914192,52,20.308580858085808,344,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-25,31.691419141914192,52,20.308580858085808,345,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-25,31.691419141914192,52,20.308580858085808,345,Ictiobus cyprinellus_l,5.132638196114768,5.142638196114768,little bridge,Ictiobus cyprinellus,l
2019-07-25,31.691419141914192,52,20.308580858085808,345,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-25,31.691419141914192,52,20.308580858085808,346,Luxilus cornutus_a,0,0.01,little bridge,Luxilus cornutus,a
2019-07-25,31.691419141914192,52,20.308580858085808,346,Luxilus cornutus_l,1.924739323543038,1.934739323543038,little bridge,Luxilus cornutus,l
2019-07-25,31.691419141914192,52,20.308580858085808,346,Luxilus cornutus_p,0,0.01,little bridge,Luxilus cornutus,p
2019-07-25,31.691419141914192,52,20.308580858085808,347,Cyprinus carpio_a,0,0.01,little bridge,Cyprinus carpio,a
2019-07-25,31.691419141914192,52,20.308580858085808,347,Cyprinus carpio_l,2.566319098057384,2.576319098057384,little bridge,Cyprinus carpio,l
2019-07-25,31.691419141914192,52,20.308580858085808,347,Cyprinus carpio_p,0,0.01,little bridge,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,348,Luxilus cornutus_a,0,0.01,spirit mound,Luxilus cornutus,a
2019-07-10,31.691419141914192,37,5.308580858085808,348,Luxilus cornutus_l,6.41579774514346,6.42579774514346,spirit mound,Luxilus cornutus,l
2019-07-10,31.691419141914192,37,5.308580858085808,348,Luxilus cornutus_p,0,0.01,spirit mound,Luxilus cornutus,p
2019-07-25,31.691419141914192,52,20.308580858085808,349,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-25,31.691419141914192,52,20.308580858085808,349,Semotilus atromaculatus_l,0,0.01,little bridge,Semotilus atromaculatus,l
2019-07-25,31.691419141914192,52,20.308580858085808,349,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-25,31.691419141914192,52,20.308580858085808,350,Ictiobus bubalus_a,0,0.01,little bridge,Ictiobus bubalus,a
2019-07-25,31.691419141914192,52,20.308580858085808,350,Ictiobus bubalus_l,7.057377519657806,7.067377519657806,little bridge,Ictiobus bubalus,l
2019-07-25,31.691419141914192,52,20.308580858085808,350,Ictiobus bubalus_p,0,0.01,little bridge,Ictiobus bubalus,p
2019-07-25,31.691419141914192,52,20.308580858085808,351,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-25,31.691419141914192,52,20.308580858085808,351,Semotilus atromaculatus_l,1.283159549028692,1.293159549028692,little bridge,Semotilus atromaculatus,l
2019-07-25,31.691419141914192,52,20.308580858085808,351,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-25,31.691419141914192,52,20.308580858085808,352,Luxilus cornutus_a,0,0.01,little bridge,Luxilus cornutus,a
2019-07-25,31.691419141914192,52,20.308580858085808,352,Luxilus cornutus_l,6.41579774514346,6.42579774514346,little bridge,Luxilus cornutus,l
2019-07-25,31.691419141914192,52,20.308580858085808,352,Luxilus cornutus_p,0,0.01,little bridge,Luxilus cornutus,p
2019-07-25,31.691419141914192,52,20.308580858085808,353,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-25,31.691419141914192,52,20.308580858085808,353,Semotilus atromaculatus_l,10.265276392229536,10.275276392229536,little bridge,Semotilus atromaculatus,l
2019-07-25,31.691419141914192,52,20.308580858085808,353,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-25,31.691419141914192,52,20.308580858085808,354,Ameiurus melas_a,0,0.01,burbank,Ameiurus melas,a
2019-07-25,31.691419141914192,52,20.308580858085808,354,Ameiurus melas_l,15.397914588344303,15.407914588344303,burbank,Ameiurus melas,l
2019-07-25,31.691419141914192,52,20.308580858085808,354,Ameiurus melas_p,0,0.01,burbank,Ameiurus melas,p
2019-07-10,31.691419141914192,37,5.308580858085808,355,Lepisosteidae_a,0,0.01,burbank,Lepisosteidae,a
2019-07-10,31.691419141914192,37,5.308580858085808,355,Lepisosteidae_l,0,0.01,burbank,Lepisosteidae,l
2019-07-10,31.691419141914192,37,5.308580858085808,355,Lepisosteidae_p,0,0.01,burbank,Lepisosteidae,p
2019-07-17,31.691419141914192,44,12.308580858085808,356,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-17,31.691419141914192,44,12.308580858085808,356,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-17,31.691419141914192,44,12.308580858085808,356,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,357,Cyprinus carpio_a,0,0.01,little bridge,Cyprinus carpio,a
2019-07-10,31.691419141914192,37,5.308580858085808,357,Cyprinus carpio_l,0,0.01,little bridge,Cyprinus carpio,l
2019-07-10,31.691419141914192,37,5.308580858085808,357,Cyprinus carpio_p,0,0.01,little bridge,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,358,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,358,Ictiobus cyprinellus_l,0,0.01,little bridge,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,358,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,359,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,359,Ictiobus cyprinellus_l,2.566319098057384,2.576319098057384,spirit mound,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,359,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,360,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-10,31.691419141914192,37,5.308580858085808,360,Semotilus atromaculatus_l,3.849478647086076,3.8594786470860756,little bridge,Semotilus atromaculatus,l
2019-07-10,31.691419141914192,37,5.308580858085808,360,Semotilus atromaculatus_p,0.58,0.59,little bridge,Semotilus atromaculatus,p
2019-07-10,31.691419141914192,37,5.308580858085808,361,Lepomis cyanellus_a,0,0.01,little bridge,Lepomis cyanellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,361,Lepomis cyanellus_l,0,0.01,little bridge,Lepomis cyanellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,361,Lepomis cyanellus_p,0,0.01,little bridge,Lepomis cyanellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,362,Cyprinus carpio_a,0,0.01,spirit mound,Cyprinus carpio,a
2019-07-10,31.691419141914192,37,5.308580858085808,362,Cyprinus carpio_l,0.641579774514346,0.651579774514346,spirit mound,Cyprinus carpio,l
2019-07-10,31.691419141914192,37,5.308580858085808,362,Cyprinus carpio_p,0,0.01,spirit mound,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,363,Ictiobus cyprinellus_a,0,0.01,little bridge,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,363,Ictiobus cyprinellus_l,1.924739323543038,1.934739323543038,little bridge,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,363,Ictiobus cyprinellus_p,0,0.01,little bridge,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,364,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,364,Ictiobus cyprinellus_l,1.283159549028692,1.293159549028692,spirit mound,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,364,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,365,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-10,31.691419141914192,37,5.308580858085808,365,Semotilus atromaculatus_l,3.20789887257173,3.21789887257173,little bridge,Semotilus atromaculatus,l
2019-07-10,31.691419141914192,37,5.308580858085808,365,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-17,31.691419141914192,44,12.308580858085808,366,Cyprinella spiloptera_a,0,0.01,gunderson,Cyprinella spiloptera,a
2019-07-17,31.691419141914192,44,12.308580858085808,366,Cyprinella spiloptera_l,0,0.01,gunderson,Cyprinella spiloptera,l
2019-07-17,31.691419141914192,44,12.308580858085808,366,Cyprinella spiloptera_p,0,0.01,gunderson,Cyprinella spiloptera,p
2019-07-10,31.691419141914192,37,5.308580858085808,367,Cyprinus carpio_a,0,0.01,spirit mound,Cyprinus carpio,a
2019-07-10,31.691419141914192,37,5.308580858085808,367,Cyprinus carpio_l,0.641579774514346,0.651579774514346,spirit mound,Cyprinus carpio,l
2019-07-10,31.691419141914192,37,5.308580858085808,367,Cyprinus carpio_p,0,0.01,spirit mound,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,368,Pimephales promelas_a,0,0.01,little bridge,Pimephales promelas,a
2019-07-10,31.691419141914192,37,5.308580858085808,368,Pimephales promelas_l,0,0.01,little bridge,Pimephales promelas,l
2019-07-10,31.691419141914192,37,5.308580858085808,368,Pimephales promelas_p,0,0.01,little bridge,Pimephales promelas,p
2019-07-10,31.691419141914192,37,5.308580858085808,369,Cyprinus carpio_a,0,0.01,little bridge,Cyprinus carpio,a
2019-07-10,31.691419141914192,37,5.308580858085808,369,Cyprinus carpio_l,1.283159549028692,1.293159549028692,little bridge,Cyprinus carpio,l
2019-07-10,31.691419141914192,37,5.308580858085808,369,Cyprinus carpio_p,0,0.01,little bridge,Cyprinus carpio,p
2019-07-10,31.691419141914192,37,5.308580858085808,370,Semotilus atromaculatus_a,0,0.01,little bridge,Semotilus atromaculatus,a
2019-07-10,31.691419141914192,37,5.308580858085808,370,Semotilus atromaculatus_l,0.641579774514346,0.651579774514346,little bridge,Semotilus atromaculatus,l
2019-07-10,31.691419141914192,37,5.308580858085808,370,Semotilus atromaculatus_p,0,0.01,little bridge,Semotilus atromaculatus,p
2019-07-10,31.691419141914192,37,5.308580858085808,371,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,371,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,371,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,372,Ictiobus cyprinellus_a,0,0.01,spirit mound,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,372,Ictiobus cyprinellus_l,0,0.01,spirit mound,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,372,Ictiobus cyprinellus_p,0,0.01,spirit mound,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,373,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,373,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,373,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
2019-07-10,31.691419141914192,37,5.308580858085808,374,Ictiobus cyprinellus_a,0,0.01,burbank,Ictiobus cyprinellus,a
2019-07-10,31.691419141914192,37,5.308580858085808,374,Ictiobus cyprinellus_l,0,0.01,burbank,Ictiobus cyprinellus,l
2019-07-10,31.691419141914192,37,5.308580858085808,374,Ictiobus cyprinellus_p,0,0.01,burbank,Ictiobus cyprinellus,p
